,keyed_name,id,created_on,created_by_id,owned_by_id,managed_by_id,modified_on,modified_by_id,current_state,locked_by_id,is_current,minor_rev,is_released,not_lockable,css,generation,new_version,config_id,permission_id,release_date,effective_date,team_id,cost,cost_basis,description,external_id,external_owner,external_type,has_change_pending,make_buy,name,thumbnail,unit,weight,weight_basis,item_number,classification,major_rev,state,superseded_date,control_type,indexed_on
87,MP2952,5620EAB3E6F34A4C9B02F753C484AEBB,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2018-01-24 07:00:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,BE7478E822444326A2EC9F1E11A88963,,0,,1,0,,1,0,5620EAB3E6F34A4C9B02F753C484AEBB,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,,,,,SofTech.Mechanical.SolidWorks,,1,Make,Electronics,vault:///?fileId=9014B44C3C4D4F9FB8B7598DDC9CBF69,EA,,,MP2952,Assembly,A,In Change,,Serial,
88,MP3299,5782171FADC14CA5B8DC988ACA435617,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,5782171FADC14CA5B8DC988ACA435617,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.19,Actual,Resistor SMT 6.8K 5% 1/16W,,,,0,Buy,Resistor 6.8K,,EA,,,MP3299,Component,A,Released,,Serial,
89,MP0546,5932FA4E8E0F4471B5C8497E2D29DD05,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,5932FA4E8E0F4471B5C8497E2D29DD05,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.04,Actual,,,SofTech.Mechanical.SolidWorks,,0,Buy,M6 Nut Thin,vault:///?fileId=553E9AF0E2134475840C0F79347D8977,EA,,,MP0546,Component,A,Released,,Serial,
90,MP3027,5A4CCC84AB594E05AD12D5C9D584A220,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,5A4CCC84AB594E05AD12D5C9D584A220,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.65,Actual,"Printed-circuit board connector - MSTBVA 2,5/ 2-G-5.08 YE - 1938090",,,,0,Buy,Terminal block x2,,EA,,,MP3027,Component,A,Released,,Serial,
91,MP2458,5B13D8E6502A43D0A19C237100A400A5,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,5B13D8E6502A43D0A19C237100A400A5,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,3.87,Actual,,,SofTech.Mechanical.SolidWorks,,0,Buy,Belt Tensioning Torsion Spring,vault:///?fileId=8E1087338ADA42CC8133EC2E9CB78054,EA,,,MP2458,Component,A,Released,,Serial,
92,MP3611,5C2D1B651E4442819BAD4C4818EDA25A,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,5C2D1B651E4442819BAD4C4818EDA25A,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,84.6,Actual,.156” (3.96mm) Through Hole Bottom Entry Connector,,,,0,Buy,Connector 1x8,,EA,,,MP3611,Component,A,Released,,Serial,
93,MP2691,5CB59A4D2330437B80B982518B2B9901,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,5CB59A4D2330437B80B982518B2B9901,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.05,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,0.355 46thick 3.175mm ID 7.95mm OD Washer,vault:///?fileId=8A15B2C7A76042CDAC8C73B769BF8989,EA,,,MP2691,Component,C,Released,,Serial,
94,MP2941,5CC0ED4630B044ACBF578AC35E4B640B,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2018-01-24 07:00:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,BE7478E822444326A2EC9F1E11A88963,,0,,1,0,,1,0,5CC0ED4630B044ACBF578AC35E4B640B,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,48.44,Calculated,,,SofTech.Mechanical.SolidWorks,,1,Make,Body Panels,vault:///?fileId=48DE2D4C0737419885B32E6CB94C2808,EA,,,MP2941,Assembly,A,In Change,,Serial,
95,MP3744,5EEC4BE9C8E142CB935538F8E091970C,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,5EEC4BE9C8E142CB935538F8E091970C,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.103,Actual,"FDV301N Digital FET, N-Channel",,,,0,Buy,Digital FET,,EA,,,MP3744,Component,A,Released,,Serial,
96,MP2952,5F750EA8888A402B831E8EEE6339812E,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2018-01-24 07:00:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,72A2322564FE4193933CFB5339487A06,,1,,0,0,,2,0,5620EAB3E6F34A4C9B02F753C484AEBB,5C07EB829D4241F6BB884952960FAF58,,,,,,,,SofTech.Mechanical.SolidWorks,,1,Make,Electronics,vault:///?fileId=9014B44C3C4D4F9FB8B7598DDC9CBF69,EA,,,MP2952,Assembly,B,Preliminary,,Serial,
97,MP2943,6020DB29814C4D838E60D315A1C95E8C,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,6020DB29814C4D838E60D315A1C95E8C,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,,,,,SofTech.Mechanical.SolidWorks,,0,Make,Build Platform,vault:///?fileId=E524FCDA79CA4FBD9247F5B641A4DB4E,EA,,,MP2943,Assembly,A,Released,,Serial,
98,MP2962,60B80ED3B4664550B85D21D590EE88C6,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,3,0,60B80ED3B4664550B85D21D590EE88C6,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,3.17,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Side Clip Short,vault:///?fileId=ABC04510F8E0420C854E3F007776F0B1,EA,,,MP2962,Component,B,Released,,Serial,
99,MP2322,615A864791234ACF85B26E8D5E81B08C,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,615A864791234ACF85B26E8D5E81B08C,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,3.8,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,RGB LED Strip Common Anode,vault:///?fileId=1AC0D41BC04A44EC957AFBE9CE8D1ECE,EA,,,MP2322,Component,C,Released,,Serial,
100,MP3159,61CFB47EE1DF4FBFBB9A38FC53CBEA04,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,61CFB47EE1DF4FBFBB9A38FC53CBEA04,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,1.02,Actual,PSMN7R0-30YL N-channel 30 V 7 m Ω logic level MOSFET in LFPAK,,,,0,Buy,FET,,EA,,,MP3159,Component,A,Released,,Serial,
101,MP2384,63FDE786A9DD40A5B090511DEB0F6419,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,63FDE786A9DD40A5B090511DEB0F6419,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,3.65,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Thing-O-Matic 2 Build Platform Outer Back Panel,vault:///?fileId=71376F54AAA14866896F67348E972E49,EA,,,MP2384,Component,C,Released,,Serial,
102,MP0429,6494C1D1DCCA426A961368F53DDCA553,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,6494C1D1DCCA426A961368F53DDCA553,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,1.5,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Ceramic Tape,vault:///?fileId=A38FA83A31234C20A4C0929B4860C94A,EA,,,MP0429,Component,A,Released,,Serial,
103,MP3716,66945587B51C43A5B2E9434F58A3265F,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,66945587B51C43A5B2E9434F58A3265F,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.5,Actual,5A Low Dropout Positive Regulator,,,,0,Buy,Voltage regulator 5V,,EA,,,MP3716,Component,A,Released,,Serial,
104,MP2506,67279A7BB9884423AC4E41C4C1DA5B24,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,67279A7BB9884423AC4E41C4C1DA5B24,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,9.74,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,MK8 Nozzle 0.4mm,vault:///?fileId=DF9B88F2878F434787140A002E4490D5,EA,,,MP2506,Component,B,Released,,Serial,
105,MP2193,6BF132C3031B452C9CB8D16AACEEB6FF,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,2,0,6BF132C3031B452C9CB8D16AACEEB6FF,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,4.74,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Thing-O-Matic 2 Top Panel,vault:///?fileId=1DA586231636415CB1D8361CA2462663,EA,,,MP2193,Component,C,Released,,Serial,
106,MP0977,6CF3D3080E994B5F925D2D612575E056,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-10 16:56:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,6CF3D3080E994B5F925D2D612575E056,95475AE006E7415794BDC93808DC04D2,2017-11-10 16:56:00.000,2017-11-10 16:56:00.000,,13.88,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Thingomatic Idler Pulley,vault:///?fileId=87A55A05E393400FBCBA802330AD41F4,EA,,,MP0977,Component,C,Released,,Serial,
107,MP2948,6CF4ADC43C0F47ECAF87A292349AE17B,2017-11-11 22:03:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,5,0,6CF4ADC43C0F47ECAF87A292349AE17B,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,1.425,Calculated,,,,,0,Make,Cover Hardware,vault:///?fileId=808DBF7005A04B9FA7CDCA07DED3B93D,EA,,,MP2948,Assembly,A,Released,,Serial,
108,MP3478,6D19D192783242B485C3DE5DFDDE5619,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,6D19D192783242B485C3DE5DFDDE5619,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,3.57,Actual,Single membrane short switch,,,,0,Buy,Switch,,EA,,,MP3478,Component,A,Released,,Serial,
109,MP2953,6D511886B1E946CC9C5E78C29D2D8383,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,4,0,6D511886B1E946CC9C5E78C29D2D8383,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,2.35,Calculated,,,SofTech.Mechanical.SolidWorks,,0,Make,Extruder Hardware,vault:///?fileId=F345648D6EA341FCAF7363AC4F70CE03,EA,,,MP2953,Assembly,D,Released,,Serial,
110,MP1703,6E214A35594C42E2B23A0436022DE3D9,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,6E214A35594C42E2B23A0436022DE3D9,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,2.59,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,MK7 Filament Drive Block Back,vault:///?fileId=3458C0D418F54EFE9A9B2D23F1B777CE,EA,,,MP1703,Component,C,Released,,Serial,
111,MP2751,6FDC98DD18994CE48BA6941298BE24FE,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,6FDC98DD18994CE48BA6941298BE24FE,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.9,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,M3 Nylon Inserted Hex Nut,vault:///?fileId=227E83E0EEBB4DF19068AE69A3DCC770,EA,,,MP2751,Component,B,Released,,Serial,
112,MP3429,716E5777B3EB47368F424B9381975A92,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,716E5777B3EB47368F424B9381975A92,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,8.31,Actual,"1 FUNCTIONS, 0.2 A, FERRITE CHIP",,,,0,Buy,Ferrite Bead,,EA,,,MP3429,Component,A,Released,,Serial,
113,MP2940,731FC75EC97642ED9DEB270AB0F0B505,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,731FC75EC97642ED9DEB270AB0F0B505,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,5.68,Calculated,,,SofTech.Mechanical.SolidWorks,,0,Make,Body Hardware,vault:///?fileId=872B25D76DE849B48C846E6855A62A87,EA,,,MP2940,Assembly,A,Released,,Serial,
114,MP3908,7382E984BE2345DF8CBF650169C34F7B,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,7382E984BE2345DF8CBF650169C34F7B,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.05,Actual,Green  LED  0805,,,,0,Buy,LED Green,,EA,,,MP3908,Component,A,Released,,Serial,
115,MP0190,754B4C062A7241A2B512BB0B96276F8E,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,754B4C062A7241A2B512BB0B96276F8E,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.02,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,M3 Washer,vault:///?fileId=EF01183252BB408CB12F3AE4F3D816DA,EA,,,MP0190,Component,A,Released,,Serial,
116,MP2666,76888E2639AD4B998AD492DBB1107753,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,76888E2639AD4B998AD492DBB1107753,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.04,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Spacer Black 11-16 in length 5mm ID 7mm OD,vault:///?fileId=0FC69111EE9B4CEA9200A6992DFCFCC9,EA,,,MP2666,Component,A,Released,,Serial,
117,MP2738,793E1C139E074B8395173423026084C8,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2018-01-24 07:00:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,72A2322564FE4193933CFB5339487A06,,1,,0,0,,4,0,DFB575A241DC456F8D4FEE188DF5BE3E,5C07EB829D4241F6BB884952960FAF58,,,,61.43,Calculated,,,SofTech.Mechanical.SolidWorks,,1,Make,Replicator Interfaceboard,vault:///?fileId=E932806972A441009D7EDB3BE134496E,EA,,,MP2738,Assembly,C,Preliminary,,Serial,
118,MP3598,799A51B95676484691318B717A02B680,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,2,0,799A51B95676484691318B717A02B680,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,2.45,Actual,,,,,0,Make,Makerbot MightyBoard - bare board,vault:///?fileId=958C8DD4497D43EFBD8F8CB5081128C6,EA,,,MP3598,Component,E,Released,,Serial,
119,MP2414,79D68567065045F59E19125898CFF019,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-10 16:56:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,79D68567065045F59E19125898CFF019,95475AE006E7415794BDC93808DC04D2,2017-11-10 16:56:00.000,2017-11-10 16:56:00.000,,10.64,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Thing-O-Matic 2 Extruder Carriage no belt clip 2,vault:///?fileId=700633FD07154FDDAF8072049A50E97F,EA,,,MP2414,Component,A,Released,,Serial,
120,MP2664,7A934DA66BC04562A1A729602654AF32,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,3,0,7A934DA66BC04562A1A729602654AF32,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.5,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Spacer Black 22 mm length .14in ID 516in OD,vault:///?fileId=1DD93448B14F48CB81857A93D846678C,EA,,,MP2664,Component,B,Released,,Serial,
121,MP2963,7B2E1053EAF4424289FE4E6BA612A525,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,7B2E1053EAF4424289FE4E6BA612A525,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,264.61,Calculated,,,SofTech.Mechanical.SolidWorks,,0,Make,Stepper Motor Assembly,vault:///?fileId=A058249672F24E0EAAE427E8E5BCD912,EA,,,MP2963,Assembly,A,Released,,Serial,
122,MP3676,7CEA7517E81B4E2295C4CE963E53A27B,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,7CEA7517E81B4E2295C4CE963E53A27B,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.09,Actual,4.7k ohm resistor 1206 0.1% SMT,,,,0,Buy,Resistor 4.7K,,EA,,,MP3676,Component,A,Released,,Serial,
123,MP2604,7D10C7CAB2AF4F349A92FBD846EE3B28,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-10 16:56:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,7D10C7CAB2AF4F349A92FBD846EE3B28,95475AE006E7415794BDC93808DC04D2,2017-11-10 16:56:00.000,2017-11-10 16:56:00.000,,9.75,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Motor Wiring Harness 12in Moons,vault:///?fileId=358CDA72BA1B437DB85C6549F31FC03B,EA,,,MP2604,Component,D,Released,,Serial,
124,MP2196,7D40EEE469E44DECAA126C2DB65D0912,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,3,0,7D40EEE469E44DECAA126C2DB65D0912,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,4.75,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Thing-O-Matic 2 Back Panel,vault:///?fileId=18F7A9F2F9F44B568AF916B4E1B4FE93,EA,,,MP2196,Component,A,Released,,Serial,
125,MP1913-001,7E82C4D8C31A40F7B87092F8779E9BF1,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,7E82C4D8C31A40F7B87092F8779E9BF1,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.08,Actual,,,SofTech.Mechanical.SolidWorks,,0,Buy,M3x12 Flat Head Socket Bolt,vault:///?fileId=F882607C443C4CAAB77F5B05281C45E2,EA,,,MP1913-001,Component,A,Released,,Serial,
126,MP2338,7ED875D438FA400495A5968647376A2D,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,4,0,7ED875D438FA400495A5968647376A2D,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,5.4,Calculated,,,SofTech.Mechanical.SolidWorks,,0,Make,Thing-O-Matic Heater Board,vault:///?fileId=FB0D10C2920444CC8F62942799A472B6,EA,,,MP2338,Assembly,B,Released,,Serial,
127,MP2194,7F2ABFB447CC449A81CC5327643F0F44,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,4,0,7F2ABFB447CC449A81CC5327643F0F44,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,6.5,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Thing-O-Matic 2 Front Panel,vault:///?fileId=3382D4BECE304306BBF0333730632CBB,EA,,,MP2194,Component,B,Released,,Serial,
128,MP2999,7F4A5A08195A44B597212A1B68451D30,2017-11-11 22:03:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,7F4A5A08195A44B597212A1B68451D30,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.0,Estimated,,,,,0,Make,Cover Shipping,,EA,,,MP2999,Assembly,A,Released,,Serial,
129,MP2718,81D589ED39064BE0BD53EC96F3FF5F5F,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,72A2322564FE4193933CFB5339487A08,,1,,0,0,,1,0,81D589ED39064BE0BD53EC96F3FF5F5F,5C07EB829D4241F6BB884952960FAF58,,,,,,,,,,0,Make,Heater Assembly,,EA,,,MP2718,Phantom,A,Preliminary,,Serial,
